current_path,proposed_path,experiment_id,category,action,reason,keep_original_reference
outputs/reports/exp029_feature_shifts.csv,outputs/reports/exp029_feature_shifts.csv,EXP-029,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp029_hard_cases.csv,outputs/reports/exp029_hard_cases.csv,EXP-029,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp029_pair_error_features.csv,outputs/reports/exp029_pair_error_features.csv,EXP-029,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp029_pairwise_model_comparison.csv,outputs/reports/exp029_pairwise_model_comparison.csv,EXP-029,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp029_score_bands.csv,outputs/reports/exp029_score_bands.csv,EXP-029,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp030_band_results.csv,outputs/reports/exp030_band_results.csv,EXP-030,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp030_fold_choices.csv,outputs/reports/exp030_fold_choices.csv,EXP-030,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp030_pairwise_results.csv,outputs/reports/exp030_pairwise_results.csv,EXP-030,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp031b_blends.csv,outputs/reports/exp031b_blends.csv,EXP-031B,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp031b_correlations.csv,outputs/reports/exp031b_correlations.csv,EXP-031B,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp031b_fold_progress.csv,outputs/reports/exp031b_fold_progress.csv,EXP-031B,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp031b_regional.csv,outputs/reports/exp031b_regional.csv,EXP-031B,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp032_neural_blends.csv,outputs/reports/exp032_neural_blends.csv,EXP-032,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp032_neural_correlations.csv,outputs/reports/exp032_neural_correlations.csv,EXP-032,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp032_neural_folds.csv,outputs/reports/exp032_neural_folds.csv,EXP-032,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp032_neural_regional.csv,outputs/reports/exp032_neural_regional.csv,EXP-032,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp033_pair_te_results.csv,outputs/reports/exp033_pair_te_results.csv,EXP-033,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp033_te_blends.csv,outputs/reports/exp033_te_blends.csv,EXP-033,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp033_te_correlations.csv,outputs/reports/exp033_te_correlations.csv,EXP-033,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp033_te_results.csv,outputs/reports/exp033_te_results.csv,EXP-033,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp033_te_stability.csv,outputs/reports/exp033_te_stability.csv,EXP-033,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp033_test_transferability.csv,outputs/reports/exp033_test_transferability.csv,EXP-033,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp033_value_cardinality.csv,outputs/reports/exp033_value_cardinality.csv,EXP-033,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp034_blends.csv,outputs/reports/exp034_blends.csv,EXP-034,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp034_correlations.csv,outputs/reports/exp034_correlations.csv,EXP-034,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp034_folds.csv,outputs/reports/exp034_folds.csv,EXP-034,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp034_interactions.csv,outputs/reports/exp034_interactions.csv,EXP-034,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp034_pairwise.csv,outputs/reports/exp034_pairwise.csv,EXP-034,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp034_regional.csv,outputs/reports/exp034_regional.csv,EXP-034,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp035_blends.csv,outputs/reports/exp035_blends.csv,EXP-035,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp035_correlations.csv,outputs/reports/exp035_correlations.csv,EXP-035,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp035_pairwise.csv,outputs/reports/exp035_pairwise.csv,EXP-035,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp035_regional.csv,outputs/reports/exp035_regional.csv,EXP-035,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp035_variants.csv,outputs/reports/exp035_variants.csv,EXP-035,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp035_variants_progress.csv,outputs/reports/exp035_variants_progress.csv,EXP-035,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_all_fold_progress.csv,outputs/reports/exp036_all_fold_progress.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_blends.csv,outputs/reports/exp036_blends.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_correlations.csv,outputs/reports/exp036_correlations.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_forward_selection.csv,outputs/reports/exp036_forward_selection.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_new_ratio_candidates.csv,outputs/reports/exp036_new_ratio_candidates.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_pairwise.csv,outputs/reports/exp036_pairwise.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_ratio_granularity.csv,outputs/reports/exp036_ratio_granularity.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_ratio_leave_one_out.csv,outputs/reports/exp036_ratio_leave_one_out.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_ratio_pairs.csv,outputs/reports/exp036_ratio_pairs.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_ratio_single_ablation.csv,outputs/reports/exp036_ratio_single_ablation.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp036_regional.csv,outputs/reports/exp036_regional.csv,EXP-036,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_all_fold_progress.csv,outputs/reports/exp037_all_fold_progress.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_blends.csv,outputs/reports/exp037_blends.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_correlations.csv,outputs/reports/exp037_correlations.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_difference_candidates.csv,outputs/reports/exp037_difference_candidates.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_difference_granularity.csv,outputs/reports/exp037_difference_granularity.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_final_ablation.csv,outputs/reports/exp037_final_ablation.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_forward_selection.csv,outputs/reports/exp037_forward_selection.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_inverse_ratios.csv,outputs/reports/exp037_inverse_ratios.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_pairwise.csv,outputs/reports/exp037_pairwise.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp037_regional.csv,outputs/reports/exp037_regional.csv,EXP-037,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_all_fold_progress.csv,outputs/reports/exp038_all_fold_progress.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_blends.csv,outputs/reports/exp038_blends.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_cardinality.csv,outputs/reports/exp038_cardinality.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_forward_selection.csv,outputs/reports/exp038_forward_selection.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_pairwise.csv,outputs/reports/exp038_pairwise.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_quantile_bins.csv,outputs/reports/exp038_quantile_bins.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_ratio_discretizations.csv,outputs/reports/exp038_ratio_discretizations.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_regional.csv,outputs/reports/exp038_regional.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp038_screen_minus_social_bins.csv,outputs/reports/exp038_screen_minus_social_bins.csv,EXP-038,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_all_fold_progress.csv,outputs/reports/exp039_all_fold_progress.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_blends.csv,outputs/reports/exp039_blends.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_correlations.csv,outputs/reports/exp039_correlations.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_feature_sets.csv,outputs/reports/exp039_feature_sets.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_frequency_screen.csv,outputs/reports/exp039_frequency_screen.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_maxbin_screen.csv,outputs/reports/exp039_maxbin_screen.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_param_screen.csv,outputs/reports/exp039_param_screen.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_regional.csv,outputs/reports/exp039_regional.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp039_value_codes.csv,outputs/reports/exp039_value_codes.csv,EXP-039,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_all_fold_progress.csv,outputs/reports/exp040_all_fold_progress.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_blends.csv,outputs/reports/exp040_blends.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_cat_params.csv,outputs/reports/exp040_cat_params.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_correlations.csv,outputs/reports/exp040_correlations.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_dual_sets.csv,outputs/reports/exp040_dual_sets.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_feature_importance.csv,outputs/reports/exp040_feature_importance.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_maxbin_check.csv,outputs/reports/exp040_maxbin_check.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_pairwise.csv,outputs/reports/exp040_pairwise.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_raw_cat_screen.csv,outputs/reports/exp040_raw_cat_screen.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_regional.csv,outputs/reports/exp040_regional.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp040_relational_cat_screen.csv,outputs/reports/exp040_relational_cat_screen.csv,EXP-040,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/negative_zone_rule_candidates.csv,outputs/reports/negative_zone_rule_candidates.csv,,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/threshold_grid_results.csv,outputs/reports/threshold_grid_results.csv,,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/weak_bands_results.csv,outputs/reports/weak_bands_results.csv,,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/xgboost_hyperparam_diagnostic.csv,outputs/reports/xgboost_hyperparam_diagnostic.csv,,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/submissions/submission_exp001_logistic.csv,outputs/submissions/submission_exp001_logistic.csv,EXP-001,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp002_catboost.csv,outputs/submissions/submission_exp002_catboost.csv,EXP-002,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp003_catboost_4000.csv,outputs/submissions/submission_exp003_catboost_4000.csv,EXP-003,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp004_lightgbm.csv,outputs/submissions/submission_exp004_lightgbm.csv,EXP-004,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp005_blend_cat_lgbm.csv,outputs/submissions/submission_exp005_blend_cat_lgbm.csv,EXP-005,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp006_lightgbm_features.csv,outputs/submissions/submission_exp006_lightgbm_features.csv,EXP-006,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp007_ensemble.csv,outputs/submissions/submission_exp007_ensemble.csv,EXP-007,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp008_xgboost.csv,outputs/submissions/submission_exp008_xgboost.csv,EXP-008,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp009_ensemble.csv,outputs/submissions/submission_exp009_ensemble.csv,EXP-009,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp010_xgboost_features.csv,outputs/submissions/submission_exp010_xgboost_features.csv,EXP-010,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp011_ensemble.csv,outputs/submissions/submission_exp011_ensemble.csv,EXP-011,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp012_xgboost_thresholds.csv,outputs/submissions/submission_exp012_xgboost_thresholds.csv,EXP-012,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp013_ensemble.csv,outputs/submissions/submission_exp013_ensemble.csv,EXP-013,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp014_xgboost_ambiguous.csv,outputs/submissions/submission_exp014_xgboost_ambiguous.csv,EXP-014,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp015_xgboost_depth5.csv,outputs/submissions/submission_exp015_xgboost_depth5.csv,EXP-015,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp016_xgboost_depth5_9000.csv,outputs/submissions/submission_exp016_xgboost_depth5_9000.csv,EXP-016,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp017_ensemble.csv,outputs/submissions/submission_exp017_ensemble.csv,EXP-017,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp018_xgboost_nested_negative.csv,outputs/submissions/submission_exp018_xgboost_nested_negative.csv,EXP-018,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp019_lightgbm_thresholds.csv,outputs/submissions/submission_exp019_lightgbm_thresholds.csv,EXP-019,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp020_catboost_thresholds.csv,outputs/submissions/submission_exp020_catboost_thresholds.csv,EXP-020,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp021_ensemble.csv,outputs/submissions/submission_exp021_ensemble.csv,EXP-021,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp022_catboost_thresholds_9000.csv,outputs/submissions/submission_exp022_catboost_thresholds_9000.csv,EXP-022,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp027_seed_ensemble.csv,outputs/submissions/submission_exp027_seed_ensemble.csv,EXP-027,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp035_exact_logistic_ensemble.csv,outputs/submissions/submission_exp035_exact_logistic_ensemble.csv,EXP-035,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp036_ratio_logistic_ensemble.csv,outputs/submissions/submission_exp036_ratio_logistic_ensemble.csv,EXP-036,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp037_relational_logistic_ensemble.csv,outputs/submissions/submission_exp037_relational_logistic_ensemble.csv,EXP-037,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
outputs/submissions/submission_exp039_highbin_lgbm_ensemble.csv,outputs/submissions/submission_exp039_highbin_lgbm_ensemble.csv,EXP-039,ARTIFACT,IGNORE_FROM_GIT,Submission completa preservada fuera de Git,true
README.md,README.md,,DOC_PUBLIC,KEEP,"Se reescribirá en una fase posterior, sin cambiar su ruta",true
src/__pycache__/diagnose_exp024_nearest_neighbors.cpython-312.pyc,,EXP-024,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_exp025_adversarial_validation.cpython-312.pyc,,EXP-025,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_exp026_original_forensics.cpython-312.pyc,,EXP-026,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_exp027_seed_diversity.cpython-312.pyc,,EXP-027,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_exp029_pairwise_ranking.cpython-312.pyc,,EXP-029,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_exp033_exact_value_te.cpython-312.pyc,,EXP-033,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_exp041b_realmlp.cpython-312.pyc,,EXP-041B,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_negative_zone.cpython-312.pyc,,,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_nested_gating_exp023.cpython-312.pyc,,EXP-023,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_thresholds.cpython-312.pyc,,,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_weak_bands.cpython-312.pyc,,,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_xgboost_depth5_regularization.cpython-312.pyc,,,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/diagnose_xgboost_hyperparams.cpython-312.pyc,,,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/ensemble_exp009.cpython-312.pyc,,EXP-009,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/ensemble_exp017.cpython-312.pyc,,EXP-017,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/ensemble_exp021.cpython-312.pyc,,EXP-021,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/finalize_exp037_submission.cpython-312.pyc,,EXP-037,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/stack_exp023_logreg.cpython-312.pyc,,EXP-023,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_catboost_exp003.cpython-312.pyc,,EXP-003,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_catboost_exp020_thresholds.cpython-312.pyc,,EXP-020,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_catboost_exp022_thresholds_9000.cpython-312.pyc,,EXP-022,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp028_seed_extension.cpython-312.pyc,,EXP-028,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp030_rank_corrector.cpython-312.pyc,,EXP-030,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp031_extratrees.cpython-312.pyc,,EXP-031,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp031b_extratrees_memory_safe.cpython-312.pyc,,EXP-031B,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp032_neural_tabular.cpython-312.pyc,,EXP-032,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp034_factorization_machine.cpython-312.pyc,,EXP-034,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp035_exact_value_logistic.cpython-312.pyc,,EXP-035,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp036_ratio_ablation.cpython-312.pyc,,EXP-036,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp037_relational_features.cpython-312.pyc,,EXP-037,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp038_discretization_refinement.cpython-312.pyc,,EXP-038,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp039_high_bin_lgbm.cpython-312.pyc,,EXP-039,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp040_dual_repr_lgbm.cpython-312.pyc,,EXP-040,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_exp041_realmlp.cpython-312.pyc,,EXP-041,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_lightgbm_exp004.cpython-312.pyc,,EXP-004,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_lightgbm_exp006_features.cpython-312.pyc,,EXP-006,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_lightgbm_exp019_thresholds.cpython-312.pyc,,EXP-019,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_xgboost_exp008.cpython-312.pyc,,EXP-008,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_xgboost_exp012_threshold_features.cpython-312.pyc,,EXP-012,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_xgboost_exp015_depth5.cpython-312.pyc,,EXP-015,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_xgboost_exp016_depth5_9000.cpython-312.pyc,,EXP-016,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/__pycache__/train_xgboost_exp018_nested_negative_rules.cpython-312.pyc,,EXP-018,LEGACY,IGNORE_FROM_GIT,Bytecode regenerable; conservar físicamente hasta una limpieza autorizada,true
src/audit_data.py,src/data/data_audit.py,,UTILITY,RENAME,"Audita esquema, faltantes y consistencia de los datos. Visible en el código principal.",true
src/create_blend_exp005.py,src/experiments/archive/exp_005_catboost_lightgbm_blend.py,EXP-005,LEGACY,ARCHIVE,Construye el primer blend CatBoost-LightGBM. Se conserva como parte de la historia experimental.,true
src/diagnose_catboost_convergence.py,src/diagnostics/catboost_convergence.py,EXP-002;EXP-003,DIAGNOSTIC,RENAME,Estudia la convergencia de CatBoost. Visible en el código principal.,true
src/diagnose_exp024_nearest_neighbors.py,src/diagnostics/nearest_neighbors.py,EXP-024,DIAGNOSTIC,RENAME,Evalúa vecinos cercanos y firmas redondeadas. Visible en el código principal.,true
src/diagnose_exp025_adversarial_validation.py,src/diagnostics/train_test_shift.py,EXP-025,DIAGNOSTIC,RENAME,Mide diferencias entre train y test. Visible en el código principal.,true
src/diagnose_exp026_original_forensics.py,src/diagnostics/original_data_analysis.py,EXP-026,DIAGNOSTIC,RENAME,Contrasta los datos sintéticos con el dataset original. Visible en el código principal.,true
src/diagnose_exp027_seed_diversity.py,src/diagnostics/seed_stability.py,EXP-027,DIAGNOSTIC,RENAME,Mide diversidad y estabilidad entre seeds. Visible en el código principal.,true
src/diagnose_exp029_pairwise_ranking.py,src/diagnostics/pairwise_errors.py,EXP-029,DIAGNOSTIC,RENAME,Analiza errores de orden entre pares. Visible en el código principal.,true
src/diagnose_exp033_exact_value_te.py,src/diagnostics/exact_value_encoding.py,EXP-033,DIAGNOSTIC,RENAME,Evalúa target encoding de valores exactos. Visible en el código principal.,true
src/diagnose_exp041b_realmlp.py,src/diagnostics/realmlp_audit.py,EXP-041B,DIAGNOSTIC,RENAME,Audita configuración y API de RealMLP sin entrenar. Visible en el código principal.,true
src/diagnose_negative_zone.py,src/diagnostics/negative_region.py,EXP-018,DIAGNOSTIC,RENAME,Analiza contradicciones de la región negativa. Visible en el código principal.,true
