rule_type,rule,feature_a,operator_a,threshold_a,feature_b,operator_b,threshold_b,rows,coverage,target_rate,positive_rate,negative_rate,precision_positive,precision_negative,positive_lift,negative_lift
pair,social_media_hours > 0.9 AND weekend_screen_time <= 5.41,social_media_hours,>,0.9,weekend_screen_time,<=,5.41,24354,0.1574944708149566,0.3514412416851441,0.3514412416851441,0.6485587583148559,0.3514412416851441,0.6485587583148559,1.0803913434472592,0.961241745500076
univariate,sleep_hours > 8.01,sleep_hours,>,8.01,,,,28905,0.18692525576522628,0.35014703338522746,0.35014703338522746,0.6498529666147725,0.35014703338522746,0.6498529666147725,1.076412722619655,0.9631599171835252
univariate,sleep_hours > 8.5,sleep_hours,>,8.5,,,,14313,0.09256049769132274,0.3498917068399357,0.3498917068399357,0.6501082931600644,0.3498917068399357,0.6501082931600644,1.075627804526483,0.9635383416993032
univariate,sleep_hours > 7.6,sleep_hours,>,7.6,,,,43736,0.2828355988980431,0.3474940552405341,0.3474940552405341,0.6525059447594659,0.3474940552405341,0.6525059447594659,1.0682570075756894,0.9670919484912276
univariate,work_study_hours <= 2.51,work_study_hours,<=,2.51,,,,129860,0.8397894382865346,0.34741259818265824,0.34741259818265824,0.6525874018173418,0.34741259818265824,0.6525874018173418,1.0680065944489607,0.9672126776055786
univariate,notifications_per_day > 232,notifications_per_day,>,232.0,,,,13978,0.09039409185560743,0.347259979968522,0.347259979968522,0.652740020031478,0.347259979968522,0.652740020031478,1.067537419583158,0.96743887607514
univariate,notifications_per_day <= 76,notifications_per_day,<=,76.0,,,,28312,0.1830903940918556,0.34716727889234245,0.34716727889234245,0.6528327211076576,0.34716727889234245,0.6528327211076576,1.0672524403936003,0.9675762701711014
univariate,app_opens_per_day > 131,app_opens_per_day,>,131.0,,,,40798,0.2638358963746653,0.3458747977842051,0.3458747977842051,0.6541252022157948,0.3458747977842051,0.6541252022157948,1.0632791292531516,0.9694918819495004
univariate,gaming_hours <= 1.72,gaming_hours,<=,1.72,,,,125337,0.8105397260628322,0.3452611758698549,0.3452611758698549,0.6547388241301451,0.3452611758698549,0.6547388241301451,1.0613927490399624,0.9704013431085166
pair,weekend_screen_time > 6.58 AND daily_screen_time_hours <= 5.32,weekend_screen_time,>,6.58,daily_screen_time_hours,<=,5.32,45621,0.295025673525874,0.3437671247890226,0.3437671247890226,0.6562328752109774,0.3437671247890226,0.6562328752109774,1.056799776835962,0.9726157057246919
univariate,weekend_screen_time > 5.17,weekend_screen_time,>,5.17,,,,112450,0.7272010036602559,0.34187638950644733,0.34187638950644733,0.6581236104935526,0.34187638950644733,0.6581236104935526,1.0509873285807436,0.975418001831252
univariate,app_opens_per_day <= 70,app_opens_per_day,<=,70.0,,,,42281,0.27342628399963786,0.3398216693077269,0.3398216693077269,0.660178330692273,0.3398216693077269,0.660178330692273,1.0446707622459006,0.9784633432209268
univariate,sleep_hours > 7.18,sleep_hours,>,7.18,,,,58094,0.3756871063284918,0.3384859021585706,0.3384859021585706,0.6615140978414293,0.3384859021585706,0.6615140978414293,1.0405643823062845,0.9804431100956705
univariate,notifications_per_day <= 129,notifications_per_day,<=,129.0,,,,57668,0.3729322141314329,0.3357668030796976,0.3357668030796976,0.6642331969203024,0.3357668030796976,0.6642331969203024,1.0322054000402767,0.9844731405458871
univariate,sleep_hours > 6.3,sleep_hours,>,6.3,,,,87356,0.5649210393574505,0.3356838683089885,0.3356838683089885,0.6643161316910116,0.3356838683089885,0.6643161316910116,1.0319504441679515,0.9845960598076149
univariate,app_opens_per_day > 115,app_opens_per_day,>,115.0,,,,54550,0.3527684726515514,0.3342621448212649,0.3342621448212649,0.6657378551787352,0.3342621448212649,0.6657378551787352,1.0275798195322454,0.9867032242694884
univariate,sleep_hours > 6.78,sleep_hours,>,6.78,,,,72667,0.46992899362365326,0.334236998912849,0.334236998912849,0.6657630010871509,0.334236998912849,0.6657630010871509,1.0275025166475715,0.9867404935170129
pair,weekend_screen_time > 7.78 AND work_study_hours > 1.99,weekend_screen_time,>,7.78,work_study_hours,>,1.99,10523,0.06805101077382723,0.33422027938800725,0.33422027938800725,0.6657797206119928,0.33422027938800725,0.6657797206119928,1.0274511179277772,0.9867652738550113
univariate,notifications_per_day <= 153,notifications_per_day,<=,153.0,,,,71320,0.46121810209915026,0.33318844643858664,0.33318844643858664,0.6668115535614134,0.33318844643858664,0.6668115535614134,1.0242790844433394,0.9882945738492673
univariate,sleep_hours > 5.93,sleep_hours,>,5.93,,,,101965,0.6593957344439128,0.3329083509047222,0.3329083509047222,0.6670916490952778,0.3329083509047222,0.6670916490952778,1.0234180221824778,0.9887097089722254
univariate,app_opens_per_day > 32,app_opens_per_day,>,32.0,,,,124570,0.805579626731508,0.3328088624869551,0.3328088624869551,0.6671911375130448,0.3328088624869551,0.6671911375130448,1.0231121775274412,0.9888571627212117
univariate,age <= 32,age,<=,32.0,,,,123358,0.7977417644243827,0.3322038295043694,0.3322038295043694,0.6677961704956306,0.3322038295043694,0.6677961704956306,1.0212522011804668,0.9897538940548182
univariate,weekend_screen_time > 4.4,weekend_screen_time,>,4.4,,,,126567,0.8184939922656078,0.33181635023347317,0.33181635023347317,0.6681836497665268,0.33181635023347317,0.6681836497665268,1.0200610226835032,0.9903281847353868
univariate,age <= 30,age,<=,30.0,,,,104774,0.6775612090484628,0.3316280756676275,0.3316280756676275,0.6683719243323725,0.3316280756676275,0.6683719243323725,1.0194822340070357,0.9906072301880717
univariate,age <= 29,age,<=,29.0,,,,95533,0.617800742398179,0.3313305349983775,0.3313305349983775,0.6686694650016225,0.3313305349983775,0.6686694650016225,1.0185675423736926,0.991048221090747
univariate,sleep_hours > 5.07,sleep_hours,>,5.07,,,,131279,0.8489659453936391,0.3300527883362914,0.3300527883362914,0.6699472116637086,0.3300527883362914,0.6699472116637086,1.0146395274764735,0.9929419946556308
univariate,age > 23,age,>,23.0,,,,101260,0.6548365818642731,0.3300118506814142,0.3300118506814142,0.6699881493185857,0.3300118506814142,0.6699881493185857,1.0145136780236934,0.9930026691624911
univariate,notifications_per_day > 217,notifications_per_day,>,217.0,,,,27777,0.1796306116378028,0.329913237570652,0.329913237570652,0.6700867624293481,0.329913237570652,0.6700867624293481,1.0142105242142343,0.9931488256016775
pair,weekend_screen_time > 6.58 AND work_study_hours > 1.45,weekend_screen_time,>,6.58,work_study_hours,>,1.45,37060,0.23966268737793758,0.32938478143551,0.32938478143551,0.67061521856449,0.32938478143551,0.67061521856449,1.0125859583805223,0.9939320608772043
univariate,sleep_hours > 5.5,sleep_hours,>,5.5,,,,116568,0.7538316282318248,0.32884668176515,0.32884668176515,0.67115331823485,0.32884668176515,0.67115331823485,1.0109317466466314,0.994729589026749
univariate,notifications_per_day > 196,notifications_per_day,>,196.0,,,,41569,0.2688218632383564,0.3285621496788472,0.3285621496788472,0.6714378503211528,0.3285621496788472,0.6714378503211528,1.0100570456539406,0.9951512996517031
univariate,age > 21,age,>,21.0,,,,117874,0.7622773775495687,0.32830819349474866,0.32830819349474866,0.6716918065052513,0.32830819349474866,0.6716918065052513,1.0092763402888008,0.9955276931280902
pair,work_study_hours > 0.95 AND daily_screen_time_hours > 3.67,work_study_hours,>,0.95,daily_screen_time_hours,>,3.67,89524,0.5789412419002289,0.32806845091818954,0.32806845091818954,0.6719315490818105,0.32806845091818954,0.6719315490818105,1.0085393300189525,0.9958830203360077
univariate,age <= 27,age,<=,27.0,,,,81315,0.5258545986005665,0.32706142778085223,0.32706142778085223,0.6729385722191478,0.32706142778085223,0.6729385722191478,1.0054435662007577,0.9973755492177518
univariate,notifications_per_day <= 175,notifications_per_day,<=,175.0,,,,85228,0.5511595121383396,0.32701694278875487,0.32701694278875487,0.6729830572112452,0.32701694278875487,0.6729830572112452,1.0053068116179862,0.9974414813031706
pair,weekend_screen_time > 5.41 AND work_study_hours > 0.95,weekend_screen_time,>,5.41,work_study_hours,>,0.95,75338,0.4872020383615505,0.32691337704743956,0.32691337704743956,0.6730866229525605,0.32691337704743956,0.6730866229525605,1.0049884325630458,0.9975949781339197
univariate,age > 20,age,>,20.0,,,,125923,0.8143293195545611,0.3265249398441905,0.3265249398441905,0.6734750601558095,0.3265249398441905,0.6734750601558095,1.0037943092158517,0.9981706885849486
univariate,notifications_per_day > 107,notifications_per_day,>,107.0,,,,98441,0.636606438428806,0.3264391869241475,0.3264391869241475,0.6735608130758526,0.3264391869241475,0.6735608130758526,1.0035306898635936,0.998297784681466
univariate,age > 25,age,>,25.0,,,,84513,0.5465356907277831,0.3263284938411842,0.3263284938411842,0.6736715061588159,0.3263284938411842,0.6736715061588159,1.003190400124007,0.9984618450860451
univariate,app_opens_per_day > 82,app_opens_per_day,>,82.0,,,,82540,0.5337765303878836,0.32622970680881996,0.32622970680881996,0.67377029319118,0.32622970680881996,0.67377029319118,1.0028867116493723,0.9986082592978724
univariate,app_opens_per_day > 53,app_opens_per_day,>,53.0,,,,110357,0.713665817349354,0.32606903051007186,0.32606903051007186,0.6739309694899281,0.32606903051007186,0.6739309694899281,1.0023927648335909,0.9988464008137938
univariate,age <= 34,age,<=,34.0,,,,141602,0.9157235795491289,0.32599115831697295,0.32599115831697295,0.674008841683027,0.32599115831697295,0.674008841683027,1.0021533722030735,0.9989618167292534
univariate,app_opens_per_day <= 99,app_opens_per_day,<=,99.0,,,,69376,0.44864648136890983,0.32540071494464945,0.32540071494464945,0.6745992850553506,0.32540071494464945,0.6745992850553506,1.0003382468489876,0.9998369245133284
univariate,app_opens_per_day > 99,app_opens_per_day,>,99.0,,,,69103,0.44688102228487914,0.3249062992923607,0.3249062992923607,0.6750937007076393,0.3249062992923607,0.6750937007076393,0.9988183273647623,1.0005697077168787
univariate,notifications_per_day <= 217,notifications_per_day,<=,217.0,,,,113384,0.7332410724678919,0.32417272278275594,0.32417272278275594,0.675827277217244,0.32417272278275594,0.675827277217244,0.996563185916556,1.0016569559507664
univariate,notifications_per_day <= 196,notifications_per_day,<=,196.0,,,,99592,0.6440498208673383,0.3239416820628163,0.3239416820628163,0.6760583179371837,0.3239416820628163,0.6760583179371837,0.9958529266635164,1.0019993859651162
univariate,app_opens_per_day <= 82,app_opens_per_day,<=,82.0,,,,55939,0.3617509732659053,0.32356674234433935,0.32356674234433935,0.6764332576556606,0.32356674234433935,0.6764332576556606,0.994700296925997,1.0025550915273733
pair,work_study_hours > 1.45 AND daily_screen_time_hours > 4.5,work_study_hours,>,1.45,daily_screen_time_hours,>,4.5,48657,0.31465913059223716,0.3233450479889841,0.3233450479889841,0.6766549520110159,0.3233450479889841,0.6766549520110159,0.9940187700190567,1.0028836691101706
univariate,age <= 25,age,<=,25.0,,,,64255,0.4155295730563783,0.3230254454906233,0.3230254454906233,0.6769745545093767,0.3230254454906233,0.6769745545093767,0.9930362564958359,1.0033573582855182
univariate,notifications_per_day <= 232,notifications_per_day,<=,232.0,,,,127183,0.8224775922500873,0.32288906536250916,0.32288906536250916,0.6771109346374908,0.32288906536250916,0.6771109346374908,0.9926170003233782,1.0035594899670648
univariate,notifications_per_day > 175,notifications_per_day,>,175.0,,,,55933,0.36171217196735517,0.32268964654139776,0.32268964654139776,0.6773103534586022,0.32268964654139776,0.6773103534586022,0.9920039522729668,1.0038550525405912
univariate,notifications_per_day <= 107,notifications_per_day,<=,107.0,,,,42720,0.27626524567688865,0.3226825842696629,0.3226825842696629,0.6773174157303371,0.3226825842696629,0.6773174157303371,0.9919822416245215,1.0038655196730177
univariate,age > 27,age,>,27.0,,,,67453,0.4362106651835948,0.3222984893184884,0.3222984893184884,0.6777015106815116,0.3222984893184884,0.6777015106815116,0.9908014671134797,1.0044347943864824
univariate,sleep_hours <= 8.5,sleep_hours,<=,8.5,,,,131568,0.8508348746071368,0.322251611334063,0.322251611334063,0.677748388665937,0.322251611334063,0.677748388665937,0.9906573560571659,1.0045042731730949
univariate,app_opens_per_day <= 53,app_opens_per_day,<=,53.0,,,,28122,0.181861686304435,0.32156318896237823,0.32156318896237823,0.6784368110376218,0.32156318896237823,0.6784368110376218,0.9885410262620703,1.005524597567324
univariate,notifications_per_day > 49,notifications_per_day,>,49.0,,,,126813,0.8200848455061629,0.32089769976264265,0.32089769976264265,0.6791023002373573,0.32089769976264265,0.6791023002373573,0.986495197015894,1.0065109322544499
univariate,app_opens_per_day <= 164,app_opens_per_day,<=,164.0,,,,124729,0.8066078611430862,0.32006991156828,0.32006991156828,0.67993008843172,0.32006991156828,0.67993008843172,0.9839504325053063,1.0077378134871096
univariate,notifications_per_day > 76,notifications_per_day,>,76.0,,,,112849,0.7297812900138392,0.3198167462715664,0.3198167462715664,0.6801832537284336,0.3198167462715664,0.6801832537284336,0.9831721584651877,1.0081130347736824
univariate,app_opens_per_day <= 115,app_opens_per_day,<=,115.0,,,,83929,0.5427590310022375,0.3192341145492023,0.3192341145492023,0.6807658854507976,0.3192341145492023,0.6807658854507976,0.9813810474782082,1.008976564757063
univariate,sleep_hours <= 8.01,sleep_hours,<=,8.01,,,,116976,0.7564701165332333,0.3187405963616468,0.3187405963616468,0.6812594036383532,0.3187405963616468,0.6812594036383532,0.9798638869562613,1.0097080178104063
univariate,app_opens_per_day > 70,app_opens_per_day,>,70.0,,,,96198,0.6221012196541511,0.31870724963096947,0.31870724963096947,0.6812927503690305,0.31870724963096947,0.6812927503690305,0.9797613733213124,1.0097574416585804
univariate,gaming_hours > 0.22,gaming_hours,>,0.22,,,,124541,0.8053920871218491,0.3184814639355714,0.3184814639355714,0.6815185360644286,0.3184814639355714,0.6815185360644286,0.9790672689253326,1.0100920830972642
univariate,notifications_per_day > 129,notifications_per_day,>,129.0,,,,83493,0.5399394699742618,0.31807456912555543,0.31807456912555543,0.6819254308744446,0.31807456912555543,0.6819254308744446,0.977816403692991,1.010695149931842
pair,weekend_screen_time > 5.41 AND daily_screen_time_hours <= 5.32,weekend_screen_time,>,5.41,daily_screen_time_hours,<=,5.32,75231,0.48651008187073996,0.318073666440696,0.318073666440696,0.681926333559304,0.318073666440696,0.681926333559304,0.9778136286831394,1.010696487818901
univariate,notifications_per_day > 153,notifications_per_day,>,153.0,,,,69841,0.4516535820065445,0.3172491802809238,0.3172491802809238,0.6827508197190761,0.3172491802809238,0.6827508197190761,0.9752790151997053,1.0119184750408752
univariate,app_opens_per_day <= 148,app_opens_per_day,<=,148.0,,,,110964,0.7175912153860082,0.31653509246242023,0.31653509246242023,0.6834649075375798,0.31653509246242023,0.6834649075375798,0.973083785368758,1.0129768387007574
univariate,app_opens_per_day <= 131,app_opens_per_day,<=,131.0,,,,97681,0.6316916072791237,0.31649962633470174,0.31649962633470174,0.6835003736652983,0.31649962633470174,0.6835003736652983,0.9729747563396408,1.0130294037491467
univariate,sleep_hours <= 7.18,sleep_hours,<=,7.18,,,,87787,0.5677082659699678,0.31601489970041124,0.31601489970041124,0.6839851002995887,0.31601489970041124,0.6839851002995887,0.9714846225775511,1.0137478266677524
univariate,age <= 20,age,<=,20.0,,,,22845,0.1477359442296002,0.31595535128036767,0.31595535128036767,0.6840446487196323,0.31595535128036767,0.6840446487196323,0.9713015604041346,1.0138360845572507
univariate,sleep_hours <= 6.78,sleep_hours,<=,6.78,,,,73214,0.47346637867480634,0.3157592810118283,0.3157592810118283,0.6842407189881716,0.3157592810118283,0.6842407189881716,0.9706988063852222,1.0141266841748722
univariate,sleep_hours <= 7.6,sleep_hours,<=,7.6,,,,102145,0.6605597734004165,0.31531646189240786,0.31531646189240786,0.6846835381075922,0.31531646189240786,0.6846835381075922,0.9693375035937775,1.014782995137966
univariate,work_study_hours > 0.59,work_study_hours,>,0.59,,,,129472,0.8372802876469599,0.3151106030647553,0.3151106030647553,0.6848893969352448,0.3151106030647553,0.6848893969352448,0.9687046578460742,1.015088102572385
pair,weekend_screen_time <= 7.78 AND daily_screen_time_hours > 5.32,weekend_screen_time,<=,7.78,daily_screen_time_hours,>,5.32,19923,0.12883971183568943,0.3142599006173769,0.3142599006173769,0.685740099382623,0.3142599006173769,0.685740099382623,0.9660894509466504,1.0163489454720227
univariate,age <= 23,age,<=,23.0,,,,47508,0.3072286819198882,0.3140102719541972,0.3140102719541972,0.6859897280458028,0.3140102719541972,0.6859897280458028,0.9653220491315347,1.0167189250441824
univariate,age > 29,age,>,29.0,,,,53235,0.3442645213859824,0.31336526721142105,0.31336526721142105,0.6866347327885789,0.31336526721142105,0.6866347327885789,0.9633391926596069,1.0176748993130564
univariate,gaming_hours > 0.4,gaming_hours,>,0.4,,,,110927,0.7173519407116158,0.312160249533477,0.312160249533477,0.687839750466523,0.312160249533477,0.687839750466523,0.95963475927635,1.01946087981406
univariate,age <= 21,age,<=,21.0,,,,30894,0.19978788623459265,0.3119052243154011,0.3119052243154011,0.688094775684599,0.3119052243154011,0.688094775684599,0.9588507675153125,1.0198388577268198
univariate,sleep_hours <= 5.5,sleep_hours,<=,5.5,,,,29313,0.18956374406663476,0.3095213727697609,0.3095213727697609,0.6904786272302391,0.3095213727697609,0.6904786272302391,0.9515223943237552,1.023372011186497
univariate,sleep_hours <= 6.3,sleep_hours,<=,6.3,,,,58525,0.3784743329410091,0.30896198205894915,0.30896198205894915,0.6910380179410509,0.30896198205894915,0.6910380179410509,0.949802730238038,1.0242010952076186
univariate,age > 30,age,>,30.0,,,,43994,0.2845040547356985,0.3088830295040233,0.3088830295040233,0.6911169704959768,0.3088830295040233,0.6911169704959768,0.949560016387848,1.0243181123486804
univariate,work_study_hours > 0.84,work_study_hours,>,0.84,,,,114784,0.7422947087962544,0.3072902146640647,0.3072902146640647,0.6927097853359353,0.3072902146640647,0.6927097853359353,0.9446634272551835,1.0266788546829577
univariate,sleep_hours <= 5.93,sleep_hours,<=,5.93,,,,43916,0.28399963785454685,0.30651698697513435,0.30651698697513435,0.6934830130248657,0.30651698697513435,0.6934830130248657,0.9422863912032152,1.0278248707128816
pair,weekend_screen_time > 6.58 AND daily_screen_time_hours <= 4.5,weekend_screen_time,>,6.58,daily_screen_time_hours,<=,4.5,24746,0.1600294889868981,0.30643336296775237,0.30643336296775237,0.6935666370322476,0.30643336296775237,0.6935666370322476,0.9420293164977918,1.0279488115058955
univariate,gaming_hours > 0.57,gaming_hours,>,0.57,,,,97110,0.62799901703377,0.3043661826794357,0.3043661826794357,0.6956338173205643,0.3043661826794357,0.6956338173205643,0.9356744456860075,1.0310126202404621
pair,weekend_screen_time <= 7.78 AND daily_screen_time_hours > 4.5,weekend_screen_time,<=,7.78,daily_screen_time_hours,>,4.5,45102,0.2916693612012882,0.30373375903507605,0.30373375903507605,0.696266240964924,0.30373375903507605,0.696266240964924,0.9337302656931264,1.0319499478148817
univariate,weekend_screen_time <= 8.9,weekend_screen_time,<=,8.9,,,,126765,0.8197744351177619,0.3011083500966355,0.3011083500966355,0.6988916499033645,0.3011083500966355,0.6988916499033645,0.9256593031717687,1.0358411182574725
pair,social_media_hours <= 1.91 AND weekend_screen_time > 7.78,social_media_hours,<=,1.91,weekend_screen_time,>,7.78,22225,0.143726476712754,0.2991226096737908,0.2991226096737908,0.7008773903262092,0.2991226096737908,0.7008773903262092,0.919554792634281,1.0387842233588898
univariate,work_study_hours > 1.05,work_study_hours,>,1.05,,,,100619,0.6506913098025013,0.2975282998240889,0.2975282998240889,0.7024717001759111,0.2975282998240889,0.7024717001759111,0.9146536075823177,1.0411471814766358
pair,weekend_screen_time <= 7.78 AND daily_screen_time_hours > 3.67,weekend_screen_time,<=,7.78,daily_screen_time_hours,>,3.67,73657,0.47633120788442385,0.29680817844875573,0.29680817844875573,0.7031918215512443,0.29680817844875573,0.7031918215512443,0.9124398295510009,1.042214487590265
univariate,gaming_hours > 0.73,gaming_hours,>,0.73,,,,83136,0.5376307927105294,0.2952872401847575,0.2952872401847575,0.7047127598152425,0.2952872401847575,0.7047127598152425,0.9077642014816761,1.0444687002316642
pair,weekend_screen_time > 5.41 AND work_study_hours > 1.45,weekend_screen_time,>,5.41,work_study_hours,>,1.45,51645,0.3339821772701993,0.29309710523768034,0.29309710523768034,0.7069028947623197,0.29309710523768034,0.7069028947623197,0.9010313467192196,1.0477147424944797
univariate,age > 32,age,>,32.0,,,,25410,0.16432349935977858,0.2894529712711531,0.2894529712711531,0.7105470287288469,0.2894529712711531,0.7105470287288469,0.88982864673751,1.0531157854222204
pair,weekend_screen_time > 5.41 AND daily_screen_time_hours <= 4.5,weekend_screen_time,>,5.41,daily_screen_time_hours,<=,4.5,47186,0.3051463455643649,0.2892171406773195,0.2892171406773195,0.7107828593226805,0.2892171406773195,0.7107828593226805,0.8891036625811938,1.053465314603274
pair,weekend_screen_time <= 6.58 AND daily_screen_time_hours > 5.32,weekend_screen_time,<=,6.58,daily_screen_time_hours,>,5.32,10042,0.06494044000672555,0.287293367855009,0.287293367855009,0.7127066321449911,0.287293367855009,0.7127066321449911,0.8831896511976195,1.0563165763000062
pair,work_study_hours > 1.45 AND daily_screen_time_hours > 3.67,work_study_hours,>,1.45,daily_screen_time_hours,>,3.67,65481,0.4234579717267871,0.287182541500588,0.287182541500588,0.712817458499412,0.287182541500588,0.712817458499412,0.8828489517584526,1.056480834228845
pair,weekend_screen_time <= 6.58 AND daily_screen_time_hours > 3.67,weekend_screen_time,<=,6.58,daily_screen_time_hours,>,3.67,45592,0.29483813391621505,0.2857299526232672,0.2857299526232672,0.7142700473767327,0.2857299526232672,0.7142700473767327,0.8783834415607306,1.0586337448942682
pair,weekend_screen_time <= 6.58 AND daily_screen_time_hours > 4.5,weekend_screen_time,<=,6.58,daily_screen_time_hours,>,4.5,24821,0.16051450521877467,0.2856855082389912,0.2856855082389912,0.7143144917610088,0.2856855082389912,0.7143144917610088,0.8782468118134464,1.058699616794033
univariate,weekend_screen_time <= 8.08,weekend_screen_time,<=,8.08,,,,112577,0.7280222978129002,0.28536024232303225,0.28536024232303225,0.7146397576769677,0.28536024232303225,0.7146397576769677,0.8772468879620638,1.0591816998324617
pair,work_study_hours > 1.99 AND daily_screen_time_hours > 5.32,work_study_hours,>,1.99,daily_screen_time_hours,>,5.32,16899,0.10928385736642653,0.28504645245280785,0.28504645245280785,0.7149535475471922,0.28504645245280785,0.7149535475471922,0.8762822434660841,1.059646773996842
univariate,work_study_hours > 1.25,work_study_hours,>,1.25,,,,86406,0.5587775004203474,0.28472559775941486,0.28472559775941486,0.7152744022405851,0.28472559775941486,0.7152744022405851,0.875295880478109,1.060122319075179
univariate,gaming_hours > 0.89,gaming_hours,>,0.89,,,,68777,0.444772818396989,0.28054436803001004,0.28054436803001004,0.71945563196999,0.28054436803001004,0.71945563196999,0.862442054948263,1.0663194022413565
univariate,sleep_hours <= 5.07,sleep_hours,<=,5.07,,,,14602,0.09442942690482041,0.27920832762635256,0.27920832762635256,0.7207916723736474,0.27920832762635256,0.7207916723736474,0.8583348349769071,1.0682995741119934
univariate,weekend_screen_time <= 7.58,weekend_screen_time,<=,7.58,,,,98564,0.6374018650490837,0.27720060062497465,0.27720060062497465,0.7227993993750254,0.27720060062497465,0.7227993993750254,0.8521627338828718,1.0712752659557156
pair,weekend_screen_time > 6.58 AND daily_screen_time_hours <= 3.67,weekend_screen_time,>,6.58,daily_screen_time_hours,<=,3.67,10795,0.06981000297476622,0.2745715609078277,0.2745715609078277,0.7254284390921724,0.2745715609078277,0.7254284390921724,0.8440806097179188,1.0751718176471394
univariate,weekend_screen_time <= 7.03,weekend_screen_time,<=,7.03,,,,84590,0.5470336407258429,0.27442960160775504,0.27442960160775504,0.725570398392245,0.27442960160775504,0.725570398392245,0.8436442022030097,1.0753822183296409
pair,social_media_hours > 0.9 AND work_study_hours > 1.99,social_media_hours,>,0.9,work_study_hours,>,1.99,24775,0.16021702859655704,0.2725731584258325,0.2725731584258325,0.7274268415741675,0.2725731584258325,0.7274268415741675,0.8379371738140432,1.078133689436514
pair,weekend_screen_time <= 5.41 AND daily_screen_time_hours > 3.67,weekend_screen_time,<=,5.41,daily_screen_time_hours,>,3.67,21710,0.14039603192053493,0.27056655918931366,0.27056655918931366,0.7294334408106864,0.27056655918931366,0.7294334408106864,0.8317685396648243,1.081107709797664
univariate,weekend_screen_time <= 6.58,weekend_screen_time,<=,6.58,,,,70533,0.4561286651059922,0.26924985467795215,0.26924985467795215,0.7307501453220479,0.26924985467795215,0.7307501453220479,0.8277207615806933,1.0830592235604224
pair,weekend_screen_time <= 5.41 AND daily_screen_time_hours > 4.5,weekend_screen_time,<=,5.41,daily_screen_time_hours,>,4.5,12272,0.07936158930118861,0.2690677966101695,0.2690677966101695,0.7309322033898304,0.2690677966101695,0.7309322033898304,0.827161083497683,1.0833290554185449
univariate,work_study_hours > 1.45,work_study_hours,>,1.45,,,,71591,0.46297062741699757,0.26812029445041974,0.26812029445041974,0.7318797055495803,0.26812029445041974,0.7318797055495803,0.8242482974900341,1.084733367083797
pair,work_study_hours > 0.95 AND daily_screen_time_hours <= 5.32,work_study_hours,>,0.95,daily_screen_time_hours,<=,5.32,76381,0.49394699742618053,0.266545345046543,0.266545345046543,0.7334546549534571,0.266545345046543,0.7334546549534571,0.8194066298071039,1.087067630702394
univariate,weekend_screen_time <= 4.4,weekend_screen_time,<=,4.4,,,,14139,0.09143526003336912,0.2664261970436382,0.2664261970436382,0.7335738029563619,0.2664261970436382,0.7335738029563619,0.8190403481768941,1.0872442223108132
univariate,gaming_hours > 1.04,gaming_hours,>,1.04,,,,55574,0.3593905609374394,0.26089538273293267,0.26089538273293267,0.7391046172670673,0.26089538273293267,0.7391046172670673,0.8020376655240316,1.095441551440826
univariate,weekend_screen_time <= 6.07,weekend_screen_time,<=,6.07,,,,56516,0.36548236480980895,0.2605633802816901,0.2605633802816901,0.7394366197183099,0.2605633802816901,0.7394366197183099,0.8010170323945622,1.0959336188312532
univariate,weekend_screen_time <= 5.17,weekend_screen_time,<=,5.17,,,,28256,0.1827282486387211,0.2590600226500566,0.2590600226500566,0.7409399773499434,0.2590600226500566,0.7409399773499434,0.7963954502389388,1.0981617748701864
pair,weekend_screen_time > 5.41 AND daily_screen_time_hours <= 3.67,weekend_screen_time,>,5.41,daily_screen_time_hours,<=,3.67,21902,0.14163767347413894,0.25860651995251577,0.25860651995251577,0.7413934800474842,0.25860651995251577,0.7413934800474842,0.7950013042750109,1.0988339201754256
pair,weekend_screen_time > 6.58 AND work_study_hours > 1.99,weekend_screen_time,>,6.58,work_study_hours,>,1.99,19897,0.12867157287530556,0.25692315424435846,0.25692315424435846,0.7430768457556416,0.25692315424435846,0.7430768457556416,0.7898263460651305,1.101328869739947
univariate,app_opens_per_day <= 32,app_opens_per_day,<=,32.0,,,,13909,0.089947876922281,0.2565964483427996,0.2565964483427996,0.7434035516572004,0.2565964483427996,0.7434035516572004,0.7888219954482113,1.101813087009475
univariate,weekend_screen_time <= 5.68,weekend_screen_time,<=,5.68,,,,42803,0.2768019969734987,0.25381398500105135,0.25381398500105135,0.7461860149989487,0.25381398500105135,0.7461860149989487,0.7802682204459668,1.1059370308852179
pair,weekend_screen_time <= 7.78 AND work_study_hours > 0.95,weekend_screen_time,<=,7.78,work_study_hours,>,0.95,71601,0.46303529624791445,0.24963338500858925,0.24963338500858925,0.7503666149914108,0.24963338500858925,0.7503666149914108,0.7674163308367268,1.1121331807058343
univariate,work_study_hours > 1.65,work_study_hours,>,1.65,,,,57589,0.3724213303671896,0.24765146121655177,0.24765146121655177,0.7523485387834482,0.24765146121655177,0.7523485387834482,0.7613235532844331,1.1150706291033492
pair,social_media_hours <= 1.91 AND weekend_screen_time > 6.58,social_media_hours,<=,1.91,weekend_screen_time,>,6.58,48520,0.31377316760867596,0.2416941467436109,0.2416941467436109,0.7583058532563891,0.2416941467436109,0.7583058532563891,0.743009735145455,1.1239000825476932
